series_name,episode_name,episode_number,episode_season,rating,total_votes,description
Arrow,Lian Yu,23,5,9.6,8003,"
Oliver assembles a group of unlikely allies - Slade, Nyssa, Merlyn and Digger Harkness - to engage in an epic battle against Chase and his army.    "
Arrow,Fallout,1,6,7.7,2972,"
Oliver deals with the fallout of the explosion on the island.    "
Arrow,Tribute,2,6,7.8,2482,"
Anatoly returns to Star City with a sinister agenda as Oliver tries to balance being the mayor, the Green Arrow and William's father.    "
Arrow,Next of Kin,3,6,7.7,2365,"
A rogue black ops team led by Onyx breaks into Kord Industries and steals something lethal. Oliver struggles to connect with William so he reaches out to a surprising source for help.    "
Arrow,Reversal,4,6,7.3,2724,"
Black Siren launches another attack on Star City just when Oliver has gotten things in order.    "
Arrow,Deathstroke Returns,5,6,8.5,2785,"
Slade returns and asks Oliver for help tracking down his son; the rescue mission gets complicated by a terrible revelation that could shatter Slade's hopes of reunion; Vigilante reappears in Star City.    "
Arrow,Promises Kept,6,6,8.2,2415,"
As Slade continues to uncover clues about his son's last few years, Oliver makes a big decision. Meanwhile, the Green Arrow leads the team into battle against ""The Dragon,"" a villain who is stealing valuable tech in Star City.    "
Arrow,Thanksgiving,7,6,7.7,2192,"
Oliver celebrates Thanksgiving with his family but the happy moment is interrupted. Meanwhile, Black Siren returns to wreak havoc on the holiday.    "
Arrow,"Crisis on Earth-X, Part 2",8,6,8.6,3581,"
The gang comes together for Barry and Iris's wedding, but the ceremony is crashed by villains from Earth-X.    "
Arrow,Irreconcilable Differences,9,6,7.2,2466,"
Black Siren and Cayden James kidnap Quentin to get their hands on a weapon of mass destruction.    "
Arrow,Divided,10,6,7.3,2139,"
Oliver discovers one of Cayden's secrets; he decides to team up with an unlikely ally to defeat him; Dinah spends time with Vince.    "
Arrow,We Fall,11,6,7.6,2084,"
William gets caught in the cross hairs as Oliver attempts to stop Cayden James with just the original Team Arrow.    "
Arrow,All for Nothing,12,6,7.8,2031,"
Oliver continues to battle Cayden James; when Dinah and Oliver have a major disagreement, one of their own is put in danger.    "
Arrow,The Devil's Greatest Trick,13,6,8.1,2166,"
Cayden James launches a full out attack when he uncovers a secret about the Green Arrow that puts him over the edge.    "
Arrow,Collision Course,14,6,7.2,2148,"
Oliver, Diggle and Felicity disagree with Dinah, Curtis and Rene on how to handle Black Siren. The two teams face off and a fight ensues.    "
Arrow,Doppelgänger,15,6,8,2081,"
Roy Harper returns to Star City and Oliver and Thea take action to save him when they discover the reason why he's come back.    "
Arrow,The Thanatos Guild,16,6,7.8,2053,"
Nyssa al Ghul returns to Star City to let Thea know that a group of renegade League of Assassins members are planning to attack her.    "
Arrow,Brothers in Arms,17,6,7.7,2129,"
Oliver and Diggle face their biggest challenge yet; Curtis is disappointed to find out his new boyfriend has a firm anti-vigilante stance.    "
Arrow,Fundamentals,18,6,8.5,2472,"
In his darkest place yet, Oliver wonders if he has failed at everything; Oliver lashes out at Felicity and William; a surprising visit from an old friend has Oliver questioning his next move.    "
Arrow,The Dragon,19,6,7.9,2291,"
Looking to expand his empire, Diaz meets with a group The Quadrant, a coalition of mafia families; after Oliver's recent decision, Felicity and Curtis double their efforts to build Helix Dynamics.    "
Arrow,Shifting Allegiances,20,6,7.9,1994,"
Oliver turns to an old friend to help battle Diaz. Meanwhile, Rene is out of the hospital but has a hard time re-adjusting to life as Wild Dog. Also, Lance discovers something shocking about Black Siren.    "
Arrow,Docket No. 11-19-41-73,21,6,8.8,2339,"
The pressure mounts for Oliver who begins to wonder if he will lose everything in his battle to save Star City. A familiar face returns.    "
Arrow,The Ties That Bind,22,6,8.4,2144,"
Diaz targets Team Arrow and their loved ones. Oliver struggles with Felicity putting herself in danger when she gets the chance to stop Diaz for good.    "
Arrow,Life Sentence,23,6,8.7,2567,"
With a new ally on his team, Oliver engages Diaz in an epic final battle.    "
Arrow,Inmate 4587,1,7,8.9,3478,"
After surrendering to the police for being the Green Arrow, Oliver tries to survive in the prison while a new unknown vigilante emerges in the Star City.    "
Arrow,The Longbow Hunters,2,7,7.8,2390,"
Felicity is determined to find Diaz by any means necessary when Diggle tries to keep her on the outs and Oliver is forced to ally with an old enemy.    "
Arrow,Crossing Lines,3,7,8.1,2308,"
Still in prison, Oliver faces his biggest challenge yet. Meanwhile, Felicity gets an intriguing offer, and Diggle asks Curtis to go undercover for ARGUS.    "
Arrow,Level Two,4,7,8,2207,"
Oliver and Felicity each make drastic moves to find Diaz; the new Green Arrow swoops in when arsonists target Rene's community center; Dinah faces pressure from the mayor to capture the vigilante.    "
Arrow,The Demon,5,7,8.4,2310,"
Felicity learns something new about Oliver that shocks her. Meanwhile, Diggle asks Curtis to go undercover for ARGUS. Dinah works with an unlikely ally.    "
Arrow,Due Process,6,7,8.1,2155,"
Slabside becomes even more dangerous after a guard is murdered and everyone is a suspect. Felicity enlists help from a surprising source in her pursuit of Diaz, and Laurel flexes her muscles as the District Attorney.    "
Arrow,The Slabside Redemption,7,7,9.3,3503,"
Oliver makes a choice that will affect his entire life, as well as the lives of everyone he cares about.    "
Arrow,Unmasked,8,7,8.2,2189,"
Felicity stands by her recent decisions regarding her family. Meanwhile, Diggle and Lyla continue to look into the Dante painting that Curtis found.    "
Arrow,"Elseworlds, Part 2",9,7,8.8,3032,"
Still trapped in each other's bodies, Oliver and Barry head to Gotham City with Supergirl to find out why their reality changed and cross paths with the mysterious Kate Kane.    "
Arrow,My Name Is Emiko Queen,10,7,7.3,1959,"
Oliver wants to get back to work and focus on his marriage but gets sidetracked by offering to track down the new Arrow; Diggle and Lyla must answer to ARGUS about Diaz.    "
Arrow,Past Sins,11,7,7.7,1830,"
The past comes back to haunt both Oliver and Laurel. Curtis is upset when he discovers that Diggle and Lyla have restarted The Ghost Initiative with Diaz, China White, Kane Wolfman and Carrie Cutter.    "
Arrow,Emerald Archer,12,7,8.4,2245,"
As a camera crew follows Oliver and team around to talk about their past as vigilantes and what the Green Arrow means to Star City, Oliver must also deal with William's return from boarding school as well as a new threat to the city.    "
Arrow,Star City Slayer,13,7,7.9,1905,"
Oliver and Felicity are disappointed after they learn that William is hiding something from them. Wanting to focus on his family, Oliver steps back from his Green Arrow duties and let's the team take over tracking down a serial killer. However, when the team becomes targets for the killer, things take a bloody turn.    "
Arrow,Brothers & Sisters,14,7,7.7,1778,"
After months of covertly pursuing Dante, Diggle and Lyla finally have a solid lead on the elusive terrorist, so they deploy the ARGUS Ghost Initiative to apprehend him. Meanwhile, Oliver tries to bond with Emiko.    "
Arrow,Training Day,15,7,7.4,1712,"
Team Arrow attempts to work with the Star City Police Department but much to Oliver's frustration, things don't go as planned. Meanwhile, Dinah gets some life-changing news.    "
Arrow,Star City 2040,16,7,7.5,1931,"
Mia and William go on a dangerous mission; Dinah, Roy and Zoe deliver some devastating news; flash forwards share highlights from Mia's childhood with Felicity.    "
Arrow,Inheritance,17,7,7.9,1736,"
Laurel learns about some damaging information that affects Emiko. Always looking to protect his sister, Oliver invites Laurel to help investigate, which makes Felicity happy as her friend is now working with the team. However, when things go awry, Felicity is forced to make a choice between the team and Laurel.    "
Arrow,Lost Canary,18,7,7.2,1867,"
After being accused of murder and having her criminal past exposed, Laurel goes full Black Siren and teams up with an old criminal acquaintance, Shadow Thief, to go on a crime spree around Star City. While Dinah aims to bring Laurel in, Felicity refuses to give up on her friend and tries everything to get through to her, even summoning Sara Lance for help. However, Laurel rebuffs all her efforts, forcing the former friends to face off against each other.    "
Arrow,Spartan,19,7,7.6,1638,"
After the Ninth Circle delivers a major setback for Team Arrow, Diggle reluctantly reaches out to a Four-Star General of the Defense Intelligence Agency for help, despite unresolved tension from their past. Meanwhile, Oliver discovers a piece of information that he believes will turn Emiko against the Ninth Circle. Alena returns with an interesting proposal for Felicity.    "
Arrow,Confessions,20,7,8.3,1888,"
When they learn of an upcoming attack on the city, Team Arrow calls Roy Harper to help them stop the Ninth Circle; things do go awry and there is massive collateral damage; Dinah investigates what happened.    "
Arrow,Living Proof,21,7,7.9,1722,"
Oliver finds himself in a precarious position; S.C.P.D. shows up with a warrant for Felicity.    "
Arrow,You Have Saved This City,22,7,8.6,2447,"
The battle between Oliver and Emiko comes to a boiling point which brings back some familiar faces and leaves others in dire jeopardy.    "
Arrow,Starling City,1,8,8.9,3022,"
In the wake of discovering what his future holds, Oliver will find himself pit against his most challenging battle yet, one that will leave the multiverse hanging in the balance.    "
Arrow,Welcome to Hong Kong,2,8,8.1,2282,"
Oliver, John, Laurel, and Tatsu seek out an important person within The Monitor's plan. Connor has a heart to heart with his brother.    "
Arrow,Leap of Faith,3,8,8.5,2371,"
Reunited with his sister, Oliver and Thea find themselves searching through a familiar maze of catacombs; John and Lyla partner on a special ops mission.    "
Arrow,Present Tense,4,8,8.6,2272,"
When a mysterious new Deathstroke appears in Star City, Oliver and Team Arrow insist on taking down this villain themselves. Meanwhile reeling from the loss of one of their own, the future Team Arrow figures out a new way to try and stop JJ.    "
Arrow,Prochnost,5,8,8.4,2021,"
Upon learning the key to oppose The Monitor, Oliver and team return to Russia on a mission to gather the necessary materials. Connor reunites with a figure from his past.    "
